name,opened,sector,revenue,expenses,employees,locations,customers,ads,score1,score2,growth,potential,adsPerYear
Af7k LLC,2000,6,4048675,3402715,103,11,1,2536,60,5,2083,4048675,141
PUg,1992,8,418326327,504257063,8348,43,4,2176,60,8,757,,84
Dng,1995,3,29407,58682,1,1,3,3360,50,535,-461,,147
Nmt,1985,13,4837337,3218172,52,8,1,3119,70,187,528,4837337,95
Rz7h LLC,1986,8,745517,597186,6,3,1,3051,50,4,5078,745517,96
UJd,1982,8,135905,130760,1,1,1,2242,60,176,69,135905,63
Zpma,2006,6,1079878,641527,15,4,709,2125,40,23,1039,1079878,178
FxfygUrt,1986,6,403296,402144,20,2,2,2518,40,42,-263,403296,79
Hvggc2 Inc,1986,3,29533998,46335933,634,17,9,2874,40,12,1101,,90
Bifb,1989,3,20115930,13435789,338,19,1,3332,20,3,2833,20115930,115
OkLqX,2000,10,963797,1732437,25,5,3,2382,60,1,-1466,,133
A2rj,1984,3,2379058685,2811564691,97042,21,2,3011,40,1,-6089,,89
JWj Inc,1996,2,4423300,2131483,27,4,4,2694,40,213,-1416,4423300,123
Iryu Corp,1987,3,689136,556379,41,7,3,3078,60,8,-292,689136,100
Vajgsw,1993,11,12382358,13091070,141,12,1,2757,60,55,23419,,111
Nrsfet Corp,1993,11,61267137,70652636,3233,11,19,2639,40,1096,76,,106
Jeow,1994,8,208269,130989,11,4,2,2868,70,1,-1246,208269,120
Arf,1984,3,1662,1558,1,1,2,2417,60,10,1142,1662,72
Zu31a,1984,5,32077,21265,1,1,5,2249,80,16,1277,32077,67
EfC,1980,2,16433191,23403705,117,2,495,2123,40,479,-1190,,56
Cyxa LLC,1988,10,5508139,5327025,78,7,1,2462,54,121,315,5508139,83
Ncgcr Corp,1982,10,1301411,1866183,52,8,133,2305,40,3,2583,,65
Vqg,1994,3,1679544,2501337,13,4,2,2556,40,30,-752,,107
Avqxx Corp,1986,8,1870683,2455243,48,3,15,3203,40,10,-1350,,101
Lyl4 LLC,2001,3,1213584538,549044947,11175,19,2,2803,90,6,2155,1213584538,165
ASS,2003,10,2204930,1372897,17,5,9,2547,60,47,1442,2204930,170
OPu,1980,13,2659821,4780985,69,9,5,2074,40,10,796,,55
Q6e LLC,1988,2,1928,1424,1,1,1,2411,60,16,446,1928,81
Els Corp,1994,13,12716944,29194832,720,7,4,3002,50,9,644,,126
AlmcFy,1988,10,1326751,2305274,18,5,59,1861,40,10,-2779,,63
CyQvpI,1994,3,11034215,11631113,785,17,1,2542,70,1,-254,,106
G4s,1994,6,155850240,254030687,6123,47,1,2792,50,14,-1126,,117
KzL,1983,3,553979,576147,21,3,391,3663,70,54,3959,,105
U9w,1986,3,57196458,176116218,14387,14,6,2448,40,35,-1791,,77
Hwz,1987,6,349994,368879,6,3,91,2736,60,24,-454,,89
Wh4,1988,11,10930858,11857425,239,16,9,2541,40,7,2635,,85
C9t92yaafv,1990,6,3628796,1978691,60,8,11,2312,60,2,585,3628796,83
Rgzdn,1993,3,8786656,11820625,145,13,3,2481,52,2,659,,100
VRes LLC,2000,10,10475740,13551747,297,13,1,2866,40,2,165,,160
Vh8x Corp,1992,1,1358908,1557277,94,1,2,3296,70,20,1307,,127
Pqj6,2000,3,1002695,1056445,15,4,3,2782,40,10,936,,155
Aj3L9 Corp,1997,3,4879109,4456361,88,4,4,2306,50,73,-317,4879109,110
Trdmt,1995,13,24406471556,49466859892,1849327,86,2,3142,40,2,1622,,137
Wqti0,1987,11,6152948,4959644,132,3,6,2212,70,1,2291,6152948,72
PvR,1979,2,90522462,85416267,823,24,5,2629,55,4,-1438,90522462,68
F6ho,1984,3,655107,585641,32,6,1,3169,40,1752,1130,655107,94
Loa,1990,13,328030,247832,12,4,6,2552,60,10,-378,328030,92
UnPPn,1983,13,17916679,18716766,422,14,1,2492,60,2,696,,72
ZvA,1990,4,1690112,1465000,68,9,1,3126,66,14,-6,1690112,112
Avdo,1982,12,113609318,109595732,1251,27,1,2809,40,117,204,113609318,79
Kxpph,1990,11,248437,171946,2,2,4,3007,60,72,-2464,248437,108
Jkg,1993,10,4881263,4450918,223,15,45,1903,60,6,-694,4881263,77
UdlF9u,1987,3,15043,21775,1,1,6,2760,70,2,-1112,,90
Tpblnh Inc,1990,6,102383581,183269484,9760,39,1,2503,45,189,1063,,90
Aazl,1984,11,205812012,325205906,3017,49,25,2155,40,9,-996,,64
Sbgd,1991,1,818963,854462,12,4,1,3194,69,392,2610,,119
XJ3 Corp,1989,13,123800146,129049673,2922,29,2,2191,80,5,153,,76
Yyg Corp,1986,6,399499,313651,25,5,4,2676,40,48,650,399499,84
RSd,1991,2,98940713,68594119,341,4,5,2580,40,3,605,98940713,96
Kuyxt LLC,1993,8,275024326,140392590,2593,10,1,2252,60,25,-1339,275024326,91
SRd Corp,1994,11,1061294769,959578705,9257,1,16,2736,55,71,-3640,1061294769,114
Gfq6,1997,11,2936036,4508832,25,5,1,2985,60,1,843,,143
Spe Corp,2013,3,485014,402604,7,3,1,2221,60,11,-896,485014,445
Rpfg Inc,1989,13,720087508,1183471451,67176,5,2,3243,60,134,-3453,,112
SSc,1979,11,531797,696130,70,7,16,2368,60,520,-209,,61
Tg2,1998,10,9565083,13275218,994,12,2,1922,54,10,2985,,97
Tsam Inc,1989,3,177292,99932,3,2,2,3152,60,34,-1321,177292,109
Hwy LLC,2007,9,605890,449536,16,4,1,2802,45,1,-40,605890,255
Llew,1989,8,239287102,239417307,9122,80,1,2518,60,1,-1225,,87
Pfuobt Corp,1992,6,7961203,4893072,311,9,1,2477,40,19,1507,7961203,96
Mfvj Corp,1986,6,7090449,7486676,325,6,2,2460,65,1,763,,77
M0h,1994,8,593188,489383,9,3,6,2531,60,3,847,593188,106
Cudd,1980,12,46627188,41550769,1465,4,1,2696,50,10,1138,46627188,71
VVi,1989,3,64817,44189,1,1,13,2770,60,13,146,64817,96
Vjf2,1980,6,1704845,1604748,12,4,21,2453,60,5,-1644,1704845,65
ZuN Corp,1987,11,138832540,81842192,2817,17,2,2437,50,16,-855,138832540,79
Nkrjyb,1992,4,118699399,191983349,4368,19,22,2257,40,15,2037,,87
H29R Inc,1992,6,22592958,7667088,564,24,97,2672,60,118,2126,22592958,103
Zny Corp,1990,3,1862547,2488580,204,2,1,2576,50,1,-1485,,92
Itiyxi,1998,11,15527056,19677489,581,25,22,2765,60,60,-666,,139
DL6 Inc,1996,3,629457,1077755,36,6,11,2463,40,22,597,,112
ELf,2001,3,2339081,1776392,127,11,1,1779,60,19,801,2339081,105
Nredpop,1999,3,124203169,238609592,3715,5,1,2440,20,39,-527,,129
Azbq Inc,1992,8,53342054,52307827,4619,36,1,2175,60,5,725,53342054,84
VcA,1988,6,13306394,11469902,65,9,1,1783,60,98,1859,13306394,60
MGYgf,1985,9,66543026,155442450,1398,9,1,2173,50,12,894,,66
H4Rz,1995,3,41301298,85223984,929,31,1,2349,30,112,3143,,103
ZeNk Inc,1989,3,26372248,22472383,581,9,144,2409,40,1,8,26372248,84
Augvxhl,1987,3,32787731,28597094,990,26,9,2634,58,3,1279,32787731,85
Nol Corp,1984,12,302528,106746,1,1,1,3416,60,91,139,302528,101
PAx,1995,9,77195,154167,3,2,5,2838,58,3,114,,124
Bzo Corp,1996,8,944269,1056504,57,8,5,2447,60,1,319,,112
Zmx Corp,1998,8,8826458,4143418,58,8,54,2892,70,19,1290,8826458,145
Wxf,1992,11,124639358,186867418,1183,16,589,3115,60,15,1523,,120
IFjmzmFL,1992,11,2257340,3952118,189,11,13,2792,40,3,-196,,108
N4b,2010,12,89312546,73389603,1275,10,1,2421,50,3,-1646,89312546,303
NrbA,1974,6,4989625,5489658,81,9,49,2341,60,5,-198,,54
Wu9p,1991,6,14479,19928,1,1,1,2363,40,63,991,,88
Wmuo,1978,4,879242318,749414279,9145,23,2,2297,45,1,2191,879242318,58
Xhax,1984,8,173139,103704,8,1,4,2763,60,537,-710,173139,82
JpetP,1997,7,14264894,12786501,952,9,9,3117,75,5,1917,14264894,149
Kpu,1993,7,100827532,106587614,1099,16,1,2501,40,1413,662,,101
O7h,1992,7,166426994,179782483,3544,17,749,2877,60,7,-1011,,111
Snu LLC,1999,8,433802,385567,4,2,6,3161,60,124,574,433802,167
Vpgqkig,1996,3,1102603,1043835,31,2,5,3262,40,1,131,1102603,149
Vz6cmzef,1997,12,24552219,33030163,651,5,1,1789,20,26,240,,86
Iruogbkewh,1994,3,145623,262169,20,5,1,2726,60,1,1813,,114
Ysuloc,1990,3,104370650,78161101,864,9,3,2581,60,13,-141,104370650,93
NtJ,1992,3,579155,1581143,155,13,1,3538,40,97,-6241,,137
Wfi Corp,2008,3,207655,479023,7,3,3,2555,60,1,247,,256
FSd,1999,12,2333212,1442836,25,2,4,2487,60,2,896,2333212,131
Vfo,1991,3,19481,37438,1,1,1,3411,60,876,5451,,127
W5a,1989,6,162303349,114022434,3051,2,1,2125,60,223,-584,162303349,74
Flg LLC,1988,13,12047018,8074376,158,9,1,2016,40,191,-1259,12047018,68
UrowzlQm,1986,12,34427623,117278497,1578,13,3,2807,50,4,44,,88
KXfcf,1985,3,403403795,395912456,10267,4,7,2390,40,9,6072,403403795,73
Sxo,1993,11,46466,83322,2,2,67,2134,40,11,1186,,86
Dse1j,1993,3,101787245,53887317,4699,5,1,2308,60,96,102,101787245,93
Evk,1985,3,554745908,951685313,22399,7,18,2456,50,327,-4998,,75
Sfvxks,1990,11,267322,278367,6,1,1,3225,40,18,-6466,,116
FmjgK Corp,1982,1,477136,364975,3,2,1,3100,40,63,-108,477136,87
RqV Inc,1996,10,264221,296177,12,4,8,2411,40,130,-456,,110
ZgRdnw,1983,9,98828900,87610771,3337,2,1,2681,46,85,-565,98828900,77
Ovik,1995,9,9350,12085,1,1,4,2756,40,7,549,,120
PE6,1990,11,168818699,153354381,2196,4,1,3120,60,2,-1239,168818699,112
Nwv,2000,3,76908709,93877145,3098,4,2,3312,60,13,1109,,184
Hpv2mymw,1981,6,1307821,549627,14,4,4,2447,40,2,-347,1307821,67
Mwlhia0 Corp,1995,3,1957860,2343653,96,10,5,2500,60,3,955,,109
Dannh,1993,8,3516380,3728518,65,5,13,3336,60,1,225,,134
Cm1t,1990,4,655521,526735,22,3,1,2228,40,33,69,655521,80
Iw0bvJv LLC,2001,2,59546626,35807896,430,11,1,2110,60,161,-40,59546626,125
Vgxw,1982,10,966439,1458670,113,11,8,2355,51,4,171,,66
Axzqf,1993,6,266397274,131690971,4924,6,3,2536,70,19,5726,266397274,102
Mey,1986,11,26072325,5431019,61,2,3,1914,50,133,787,26072325,60
Due Inc,1991,3,9321819,11041768,80,1,1,2347,60,19,23,,87
Oktqczh7gPofynr,1990,2,16376498,14567525,1391,38,4,2025,50,5,-2201,16376498,73
AJpegj45,1984,3,276401717,598968211,23876,29,1,3166,62,49,-403,,94
Un5 LLC,1987,3,603080,329953,16,4,2,2361,40,18,1819,603080,77
Zem,1987,11,32802051,24757839,868,30,3,2124,60,103,-173,32802051,69
WcmQbzdt Corp,1997,12,105505,54968,1,1,3,2444,58,4,-564,105505,117
Kwdy,1995,3,4032321,5958682,88,10,1,2787,50,8,-976,,122
VIw,1988,8,171569,212601,5,3,3,2460,60,41,-619,,82
Wxldeuisfonu,1997,8,1616387,1560154,116,11,8,2612,50,19,264,1616387,125
Uju Inc,1983,6,3545195,4561148,188,14,2,2421,50,1,653,,70
Zuevcpb Inc,2004,13,154654343,192534962,2328,8,16,2737,60,4,383,,196
Rpjty,1983,6,4985272,7542137,368,14,28,2796,40,9,2498,,80
Na6,1987,3,235257566,302448350,6708,20,3,2847,60,3,1438,,92
Ic18,1996,9,234571,267520,1,1,13,2111,40,25,141,,96
WtLmEpjp,1997,8,150110,125220,2,2,1,3167,50,4,396,150110,151
Bxk,1994,3,59097,46536,1,1,1,2322,40,1,-266,59097,97
Vxui,1992,7,24144,12036,1,1,3,2287,40,10,-1974,24144,88
JfL,1978,12,18582,12383,1,1,5,3084,60,13,784,18582,78
Uyl9,1986,3,2064676,3950380,80,9,46,2304,50,1,789,,72
Dnwsy0,1986,3,23191769,8699623,178,12,89,2393,80,21,75,23191769,75
WhiTh,1988,8,13411425,12604005,419,21,10,2286,60,6,1177,13411425,77
OAekdo,1988,3,1875597,1663605,23,5,1,2847,40,74,-45,1875597,95
Cbd,1990,3,4899425,5377945,410,3,3,2749,50,1,1496,,99
Naxr LLC,1981,8,1363057,1291601,51,8,1,2175,40,1,-1502,1363057,59
Trbqydz Inc,1988,13,281499,287003,16,4,4,2280,50,2,0,,76
Umr,1986,13,5409118,3945516,270,17,1,2092,60,3,681,5409118,66
Qnn Corp,1991,11,14005520,15487087,273,16,1,2912,40,3,391,,108
ZqOivj,1987,12,4325542,2160662,70,9,1,2526,40,220,0,4325542,82
SpL Corp,1979,3,3368784,10315415,453,22,2,1794,80,9,1520,,46
Bki Inc,1988,6,6508078246,6671213114,391131,8,168,2928,40,3,-120,,98
Aid Inc,1987,11,64816,52799,2,2,2,2618,60,21,278,64816,85
KonowYq,1982,6,107944,42049,1,1,1,2903,40,10,-245,107944,81
QfmJgp,1994,9,1040573,1693818,23,1,29,3042,60,264,508,,127
NRvd2l,1996,3,1841627,1783943,46,4,47,2504,57,10,67,1841627,114
Vgmkzczl,1995,3,843919087,358504657,3445,16,2,2938,55,136,-735,843919087,128
DWUk,1976,6,10537493,3468502,204,14,1,2693,40,39,-1825,10537493,65
TCp Corp,1989,3,1871555,2053350,125,12,4,2369,50,16,-1127,,82
Hinu,2004,10,528029,393001,7,3,59,1994,60,16,1606,528029,143
Fvw,1986,6,1084632,957234,15,4,1,3155,70,2,33,1084632,99
Rmhf,1978,3,3516410,6730172,265,5,1,3032,65,186,367,,76
Gy0ygt,1994,1,73128395,51717738,4250,10,5,2636,80,3,-270,73128395,110
Pmzl2n,1992,3,215081,313736,5,3,111,2783,45,1,820,,108
Ecy Corp,1987,2,1736706,1251393,20,5,5,2001,60,2,-825,1736706,65
LoijzPf,1995,8,518085,816107,54,3,9,2304,40,75,522,,101
Acqs,1986,6,101013,76253,5,3,2262,3014,40,10,-1195,101013,95
Trtfsic,1986,3,33946503,12713514,331,19,1,2906,60,36,544,33946503,91
Dkeh,1993,6,2100338,1067161,60,2,1,2808,40,5,-515,2100338,113
Nh3,1987,11,51934530,29239351,1124,13,1,2223,48,81,117,51934530,72
MfG,1988,4,29219564,29060418,1623,12,1,3179,40,21,-1434,29219564,106
Q6s Inc,2003,6,5220853,5935454,133,12,2,2475,60,6,-1919,,165
AgyiFxr Inc,1987,4,4669868,2079998,14,2,1,2581,50,69,-401,4669868,84
Nqr,1993,8,123154,203151,5,3,1,2468,55,4,-280,,99
Rvf Corp,1986,3,327620,303116,5,3,2,2545,40,130,600,327620,80
Swy,1991,6,140224528,123068947,2759,4,1,3327,51,9,476,140224528,124
GRg,1979,2,8348376,8307749,120,2,1,3257,40,7,-296,8348376,84
Afp,1999,6,318691,162599,3,2,2,2233,60,26,-1216,318691,118
Lvghytukdj,1988,3,35783,29545,1,1,2,2300,60,88,1411,35783,77
IqD,1992,3,198727360,120199053,527,23,6,2706,40,8,-156,198727360,105
Cpe,2001,8,136576845,221040479,12075,50,1,1913,60,58,351,,113
Pdg,1977,10,5400693,9197665,110,11,1,2583,60,1,1465,,63
ZsqM2,1996,10,956156511,1153168557,15316,45,2,2958,70,2,39,,135
Oiik,1989,2,9341971,8714330,75,7,1,2358,30,6,-539,9341971,82
Nfz3,2002,8,1008865,640387,8,3,1,2158,60,12444,2717,1008865,135
A7hrvb,1994,3,7479538,1492653,18,5,1,2570,60,350,-934,7479538,108
Yhb Corp,1995,6,8058421,6872605,63,8,4,2610,60,1,150,8058421,114
OzLedhttx Corp,1987,10,2460927,2701080,41,5,1,2279,60,126,465,,74
Wconkoll,1985,3,505013,538708,12,4,2,3193,55,1,-45,,97
Yswm LLC,1988,1,16013231,12486627,770,12,546,2464,40,99,2080,16013231,83
DDom,1986,8,65138849,87691506,1618,20,2,2066,40,14,1225,,65
Bg9,1985,3,28574338,18064050,91,10,3,2936,40,1,-281,28574338,89
J6wj,1993,13,511068,323727,2,2,3,2647,60,4,-245,511068,106
Mvx,1999,6,411006,714368,58,8,1,2971,60,15,502,,157
Lxl,1987,1,30237743,6470660,420,10,5,2660,60,8,-1801,30237743,86
R786,1996,6,1115929,1529652,28,6,83,2484,60,179,4386,,113
O2hz,1982,2,7469102,5029611,117,11,1,2762,50,118,2151,7469102,77
Hqkr,2004,3,110916,430591,24,5,3,3184,60,7,1052,,228
RWso5dk,1990,2,1271081,1696980,57,8,23,2504,60,12,-549,,90
Ecl,1997,6,260028,244828,15,4,3,2423,60,3,1669,260028,116
TEGivL,1988,6,30378885,26740098,361,9,2,2750,50,522,-1200,30378885,92
CTbqIxx,1998,6,242024,301516,5,3,1,2361,40,1,159,,119
Zhv2dn LLC,1999,8,5801090,5062977,203,15,22,2706,40,5,1245,5801090,143
Selb Corp,1979,3,2587329,3735077,58,5,10,2782,60,127,2595,,72
Fef,1992,3,22576235,15578841,279,17,13,2163,70,38,-104,22576235,84
Lfxrxpkbw LLC,1999,3,2351896,2485135,145,4,1,2408,50,3,-4811,,127
U7wK Corp,1991,13,12166570,13660720,562,8,1,2835,50,6,0,,105
S0zfywz,1996,9,9313583818,6601690011,126591,99,1,2719,50,77,813,9313583818,124
XU5 Inc,1992,13,2430319,753024,6,3,4,2959,60,128,1824,2430319,114
XjF,1986,8,14965252,5139927,326,19,38,3022,50,3,-67,14965252,95
Qrb Corp,1984,10,92426640,65419956,4787,6,17,2478,40,2,1352,92426640,73
Ipja,1990,3,62958394,79392954,3423,24,1,2815,64,164,304,,101
Oplga Corp,1991,9,970457,1166119,10,1,498,3009,40,14,381,,112
Uzdo,1989,11,7006250,7512277,114,2,1,2574,60,2,1508,,89
Tztq,1996,6,24050283,9912834,149,13,3,2525,60,13,2371,24050283,115
O6ok,1986,11,10371146,27281586,256,4,2,2654,70,137,-1901,,83
T61w,2007,6,101572774,72616248,503,7,2,2392,50,5,551,101572774,218
NyyOck38d,1982,6,2458351,3866954,48,7,2,2209,40,649,1411,,62
VvMil3Zpj3c7x,1980,3,27485,19336,1,1,1,3033,59,9,-5158,27485,80
PtF,1993,4,9210773,10963860,112,6,8,2634,80,9,315,,106
Thf0,1995,9,91031,117131,3,2,1,3048,40,7,526,,133
PJ9o,1981,3,223566,127919,6,3,2,2820,60,7,-513,223566,77
Avobx Corp,1996,3,31433833,20907701,1724,1,2,2173,70,51,613,31433833,99
Aosnq,1993,3,148326968,144169257,1766,21,368,2816,50,17,287,148326968,113
Brgpyhe Inc,1988,13,84530,132115,11,1,6,2693,40,2,2346,,90
Klzr Inc,1978,6,1223797,1403583,30,6,4,2580,61,3,351,,65
Iselex,1995,3,47702266,65527222,3793,19,1,1983,50,2,-1419,,87
Qadfu,1994,6,2326,1580,1,1,2,2561,60,2,-166,2326,107
XesZBxpb,1993,6,100094,52676,1,1,9,3001,60,46,-2215,100094,121
RhN,1975,3,600959,635787,10,4,1,2580,60,27,1954,,60
XmXdYa,1978,3,44037,57026,3,2,1,2686,40,302,2678,,68
Jk1G,1985,3,17197,6633,1,1,1,2798,50,3,2129,17197,85
OFx,1987,6,2188360,2178805,16,4,8,1850,50,4,-229,2188360,60
RNqsgdqVe,1997,3,2070015,755949,45,1,2,2427,50,9,1972,2070015,116
Rjsw Inc,1988,3,39645,78247,3,2,2,2358,60,3,102,,79
OYcc,1999,3,4795857,9842433,284,6,1,2290,40,5,2311,,121
U8vk,1984,13,61975,68278,4,2,1,3130,60,371,-1961,,93
C48,1995,3,5581649,20373790,582,14,4,3028,40,2,197,,132
Qshkfut,2003,10,1243460450,1786121829,62575,33,11,3642,60,8,790,,243
Ekpfju Inc,1989,3,1956887,930232,61,8,2,3148,40,4,-65,1956887,109
Ol5idc,1998,2,56569,21595,2,2,2,3150,70,1069,-1324,56569,158
SuxbdB,1997,13,16041112,17215089,177,14,1,3160,40,54,-587,,151
JtXioYn Corp,1995,3,4679810,3840341,28,6,35,2246,20,4,200,4679810,98
Ebs,1998,11,1457817,3401117,66,9,3,3217,61,1,98,,161
NgvdA,1986,11,1581747,2421697,71,9,1,2357,60,470,-16,,74
Tad,1989,3,2268695704,5856529968,537792,21,79,2615,40,51,-1604,,91
BAh0jcG,1982,1,316456869,821258796,15853,2,10,2655,60,33,1448,,74
IqkhF Inc,1989,10,7735559,5120475,102,11,159,3020,40,83,-640,7735559,105
Xc89,1995,2,975471807,652221424,4234,5,1,1756,20,10,-1517,975471807,77
Waq Corp,1993,3,1596653,1056764,8,3,2,2580,40,1,-441,1596653,104
Qwwi,2003,11,20529696,8254601,51,8,1,2818,60,26,297,20529696,188
Cru,1998,13,78914845,140469106,9018,21,2,2610,40,25,-3819,,131
Xuu,1990,8,444349,337828,18,5,2,3035,40,2,151,444349,109
Qtt,1987,3,126778236,189916644,5493,4,3,3230,60,8,-801,,105
V7u,1995,6,8763703049,3781567569,67951,13,3,1959,60,1,-408,8763703049,86
KXske,1975,6,227410138,151697123,8746,3,29,2270,40,2,2860,227410138,53
Z7g,1994,6,38832,33918,1,1,1,2223,60,346,486,38832,93
Z0i,1990,8,552861246,585469700,25304,17,7,2642,60,4,-2326,,95
B6d Corp,1987,4,7800913,9629043,168,10,298,1952,55,1707,-3045,,63
QCr,1988,3,99162357,83324025,719,27,577,2752,60,1,797,99162357,92
Qmc,1982,13,3895,3780,1,1,55,2312,44,52,2118,3895,65
Caalm,1985,3,195981,402284,7,3,1,2659,40,7,140,,81
XprpxLp Corp,1994,3,177109,97820,2,2,15,2678,60,18,3221,177109,112
Hcr,1970,3,362754,191551,3,2,3,2971,60,38,1141,362754,62
Zttjgqkz Inc,1990,3,24247962,25532665,919,31,1,2453,40,18,399,,88
GadY,1981,10,148199,100467,2,2,1,2459,60,274,884,148199,67
Vrvd,1993,3,632590,594613,13,4,9,2825,60,39,-818,632590,113
CjYkm6,1991,6,801185,801788,25,2,1,2326,60,7,722,,87
OJub4,1987,11,6594720,4221143,124,1,2,2647,62,10,-831,6594720,86
Dcg Corp,1994,8,206938,269219,12,4,41,2787,40,38,-2198,,117
DCb Inc,1985,9,240273,300487,28,6,363,3156,60,1,-156,,96
Czjh Inc,1976,1,779559826,285297592,6742,7,1,2896,70,151,558,779559826,69
Johmwb Inc,1986,1,2445059553,2428080886,24873,5,121,3233,40,84,-588,2445059553,102
HrC,1990,6,883818,838046,72,9,1,2199,40,4,-2932,883818,79
Et2olq,2006,7,54598036,53726030,2674,2,1,2317,60,31,-714,54598036,194
P13,1995,3,673211,1010423,24,5,1,2011,40,5,101,,88
Dfa9jpxv Corp,2014,13,1526402,2725202,11,4,4,2016,50,1,321,,504
PMsj Corp,1999,8,42335666,56136848,3239,1,1,3232,50,25,585,,171
Bsq70p,1990,10,38193633,46164510,470,8,3,2279,65,8,-1193,,82
JG1 Inc,1985,10,11211180,9758883,126,5,2,3027,68,20,2055,11211180,92
Mlfgp,1994,3,23070179,36263560,819,10,2,2610,60,20,-901,,109
Tco Corp,1994,2,722171,759159,5,3,6,1971,60,10,47,,83
Ugh7g Inc,1997,11,166342081,339217657,2491,13,1,2850,40,7,336,,136
Icr,1997,4,92675,163120,3,2,1,2963,40,20,3185,,142
Dlp6v,1995,3,925208,1135160,71,9,158,2972,40,181,1047,,130
Jwu8,1993,3,1209584,1345038,27,6,21,2570,60,8,867,,103
VDj2b,1998,2,766930,489649,3,2,3,2441,50,18,-225,766930,123
Dml Corp,1993,6,39413,33933,1,1,3,2622,40,18,-1092,39413,105
Rauap,1999,11,1019116,1184704,13,1,2417,2708,20,45,5369,,143
Klbx,1988,6,147129871,77207143,2219,5,1,2916,55,31,-351,147129871,98
Jfpx6ca Inc,1979,1,2048746,1252311,71,6,1,3237,60,84,-679,2048746,83
Ysa,1999,3,4127,3739,1,1,10,2735,60,20,2215,4127,144
Odu,1974,4,408775499,319775914,5940,5,10,2552,57,10,-1602,408775499,58
Yaafz LLC,1984,12,1526898143,3825404738,64667,21,5,2731,40,7,-76,,81
PnK,1987,8,6702838,5743791,90,10,1,2211,58,13,3526,6702838,72
J7a,1993,11,73592,70812,2,2,15,2863,40,526,-666,73592,115
J5e Inc,1988,3,7613088253,7388824243,57649,51,76,2722,40,1,1336,7613088253,91
Lo5,1998,3,412536,458452,15,4,1,2775,46,355,2409,,139
Ckkh,1988,12,19895559,18262321,174,14,3,2526,60,1,542,19895559,85
M0R,1986,8,13566434,4526927,103,11,7,1493,50,7,2540,13566434,47
TnoYz,1985,13,6712994,6335961,328,5,6,1967,60,3,-7,6712994,60
Lxwnxcr Inc,1985,6,168815096,148803476,3869,13,6,2489,50,4,1870,168815096,76
DbcvkO Inc,2007,3,3577629,3399008,182,14,2,3161,60,41,-1079,3577629,288
BPq,1995,8,177955,216852,4,2,2,2274,60,10,3119,,99
Kjygeg,1990,6,2145302,1561444,18,5,5,3077,40,1,4015,2145302,110
Dpin Corp,1989,1,661222,311084,14,4,1,2570,50,18,-2209,661222,89
DszudEr,1986,8,5167051,6172490,183,14,1,2813,34,13,993,,88
EJ9 Inc,1993,3,324836414,155964057,5426,60,25,2418,60,35,1209,324836414,97
Ips Corp,1990,6,11828830,7698466,305,1,970623,2807,65,2,-1228,11828830,101
Pqmb,1982,11,131294,165251,3,2,19,2697,60,1,335,,75
Ptxqnn6p,1995,3,4818331,2770777,17,5,1,2780,60,47,-19,4818331,121
Qpqg,1997,3,1296873,1199474,92,10,7,3044,40,8,-2475,1296873,145
Xjtebp,1997,10,110024,36783,2,2,141,2865,48,3,313,110024,137
J5n,1996,3,22119225,14509980,129,7,2,2658,40,183,1739,22119225,121
Pgdpf,1989,3,3510,4317,1,1,5,2648,50,27,181,,92
Pudrxg,1980,13,1510,3171,1,1,93,2792,60,60,3353,,74
Wgo7ph,1987,4,101237,56815,1,1,2,2173,40,17,-3399,101237,71
D1ix,1989,4,77721,83842,2,2,1355,2488,55,36,1175,,86
Nhb,1993,10,24917297,11067364,333,14,4,2780,48,12,-2630,24917297,112
Axr,1988,2,25337,17221,1,1,2,2522,40,2,-316,25337,85
Gkj,1983,3,7516584,15135950,239,16,2,3096,60,32,-261,,89
Vvip,1999,6,61236166,39612971,188,14,44,2624,40,13,-74,61236166,139
Ozskc,2002,2,14990825,17654196,172,14,3,3285,60,1,-39,,206
Bru9 Corp,1985,3,4204930,8383857,130,8,1,2670,60,82,1626,,81
QsJ0h,1981,10,10690,9014,1,1,1,2309,58,7,1525,10690,63
Zwacdj,1994,2,43728688,45466698,2066,12,9,2419,60,353,9110,,101
Dyp,1982,6,556844523,222360767,21496,2,1,2690,60,1235,-148,556844523,75
GhllK,2003,10,3627470,4498069,92,10,7,3190,60,190,1095,,213
Qpb2,1986,2,3174318,5211912,510,4,3,2494,60,4,-1996,,78
Htz,1994,2,1088305,1404080,9,3,1,2301,50,2,1060,,96
Ibd4,1989,6,33415243,34631134,538,5,2,2457,50,4,611,,85
Zpq Inc,1993,11,1894546,1204302,53,8,1,2251,60,2,3043,1894546,91
M57m,1988,10,73364,39654,1,1,1,2164,40,16,544,73364,73
Hez0qq,1988,11,11943484,11276946,42,7,6,2951,50,9,-1100,11943484,99
Xylbvh,1985,8,428658058,258133638,3801,7,1,2142,50,4,-4116,428658058,65
Grag Inc,1997,13,916672,1800383,93,2,3,2485,44,26,-421,,119
QojiQvr,1996,10,31778906,13175518,337,1,1,1782,40,1,1520,31778906,81
LRnAqhd6,1990,7,3292058,3656657,91,10,2,2655,45,3,583,,95
Dvto,2001,2,515661290,412818320,11682,15,1,2329,60,4,1245,515661290,137
Vnnzr,2000,4,203002600,262005735,16418,4,1,3087,40,20,-4193,,172
Fbp LLC,1999,3,10481332,9898193,494,2,5,1907,50,5,706,10481332,101
